ID,Delay
1,0.22376299845222442
2,0.2615364583940831
3,0.2779940202173272
4,0.30129943976032264
5,0.2708632277469818
6,0.2778922260833874
7,0.2615364583940831
8,0.2778922260833874
9,0.30129943976032264
10,0.28401789500206465
11,0.22376299845222442
12,0.22228383363841925
13,0.22228383363841925
14,0.3079255161904765
15,0.28401789500206465
16,0.2615364583940831
17,0.2779940202173272
18,0.2778922260833874
19,0.2708632277469818
20,0.3079255161904765
21,0.30129943976032264
22,0.3079255161904765
23,0.22228383363841925
24,0.2708632277469818
25,0.2708632277469818
26,0.2887449866649991
27,0.22228383363841925
28,0.2744205720812785
29,0.28401789500206465
30,0.259539977923574
31,0.2744205720812785
32,0.28401789500206465
33,0.30265622178074797
34,0.2615364583940831
35,0.2708632277469818
36,0.3719697036800526
37,0.259539977923574
38,0.2755388634502885
39,0.2778922260833874
40,0.259539977923574
41,0.2755388634502885
42,0.3079255161904765
43,0.2755388634502885
44,0.30265622178074797
45,0.2708632277469818
46,0.2778922260833874
47,0.2778922260833874
48,0.30129943976032264
49,0.2778922260833874
50,0.30265622178074797
51,0.2778922260833874
52,0.22228383363841925
53,0.3079255161904765
54,0.2778922260833874
55,0.2887449866649991
56,0.22376299845222442
57,0.22228383363841925
58,0.30129943976032264
59,0.22376299845222442
60,0.2779940202173272
61,0.2779940202173272
62,0.28401789500206465
63,0.2708632277469818
64,0.2744205720812785
65,0.259539977923574
66,0.30129943976032264
67,0.22376299845222442
68,0.2708632277469818
69,0.3719697036800526
70,0.2887449866649991
71,0.3523062463890843
72,0.22376299845222442
73,0.3079255161904765
74,0.30265622178074797
75,0.2778922260833874
76,0.30129943976032264
77,0.30265622178074797
78,0.30265622178074797
79,0.3523062463890843
80,0.2708632277469818
81,0.2708632277469818
82,0.28401789500206465
83,0.3523062463890843
84,0.22376299845222442
85,0.22228383363841925
86,0.28401789500206465
87,0.2887449866649991
88,0.22228383363841925
89,0.2887449866649991
90,0.3079255161904765
91,0.2708632277469818
92,0.3523062463890843
93,0.259539977923574
94,0.30265622178074797
95,0.28401789500206465
96,0.2887449866649991
97,0.22376299845222442
98,0.3719697036800526
99,0.22376299845222442
100,0.3079255161904765
101,0.28401789500206465
102,0.30265622178074797
103,0.22228383363841925
104,0.30265622178074797
105,0.30265622178074797
106,0.28401789500206465
107,0.28401789500206465
108,0.30265622178074797
109,0.2778922260833874
110,0.28401789500206465
111,0.2755388634502885
112,0.22376299845222442
113,0.3523062463890843
114,0.2887449866649991
115,0.3523062463890843
116,0.30265622178074797
117,0.2755388634502885
118,0.30129943976032264
119,0.2708632277469818
120,0.2708632277469818
121,0.22228383363841925
122,0.2778922260833874
123,0.2708632277469818
124,0.2615364583940831
125,0.2708632277469818
126,0.2755388634502885
127,0.30129943976032264
128,0.2744205720812785
129,0.22376299845222442
130,0.2778922260833874
131,0.2615364583940831
132,0.2755388634502885
133,0.259539977923574
134,0.2779940202173272
135,0.2778922260833874
136,0.3079255161904765
137,0.2755388634502885
138,0.2887449866649991
139,0.3523062463890843
140,0.22376299845222442
141,0.2779940202173272
142,0.2778922260833874
143,0.30129943976032264
144,0.28401789500206465
145,0.2778922260833874
146,0.2615364583940831
147,0.28401789500206465
148,0.28401789500206465
149,0.2887449866649991
150,0.28401789500206465
151,0.3079255161904765
152,0.3079255161904765
153,0.2615364583940831
154,0.2778922260833874
155,0.30129943976032264
156,0.3523062463890843
157,0.2615364583940831
158,0.259539977923574
159,0.30265622178074797
160,0.2779940202173272
161,0.2615364583940831
162,0.28401789500206465
163,0.2779940202173272
164,0.3523062463890843
165,0.29658310532717147
166,0.30981886303009726
167,0.2790947655846658
168,0.3416804570352357
169,0.27572248995709875
170,0.4156377202123782
171,0.42336074976317467
172,0.29383043680808935
173,0.30255320885839576
174,0.30981886303009726
175,0.29383043680808935
176,0.30255320885839576
177,0.4156377202123782
178,0.29383043680808935
179,0.30981886303009726
180,0.2832590510021322
181,0.2790947655846658
182,0.3580119136247042
183,0.30981886303009726
184,0.2832590510021322
185,0.2790947655846658
186,0.42632211238789985
187,0.2832590510021322
188,0.2722812425545721
189,0.42632211238789985
190,0.2832590510021322
191,0.2722812425545721
192,0.30981886303009726
193,0.42632211238789985
194,0.29383043680808935
195,0.29658310532717147
196,0.31217513674644365
197,0.3416804570352357
198,0.27572248995709875
199,0.2790947655846658
200,0.3416804570352357
201,0.3580119136247042
202,0.30255320885839576
203,0.4156377202123782
204,0.30255320885839576
205,0.30255320885839576
206,0.29383043680808935
207,0.2832590510021322
208,0.30255320885839576
209,0.3748777904201374
210,0.3416804570352357
211,0.30981886303009726
212,0.42632211238789985
213,0.27572248995709875
214,0.2790947655846658
215,0.30981886303009726
216,0.42336074976317467
217,0.31217513674644365
218,0.42632211238789985
219,0.29126723975736474
220,0.3416804570352357
221,0.30255320885839576
222,0.30981886303009726
223,0.3748777904201374
224,0.42336074976317467
225,0.30255320885839576
226,0.2790947655846658
227,0.42336074976317467
228,0.2790947655846658
229,0.30981886303009726
230,0.27572248995709875
231,0.3748777904201374
232,0.3416804570352357
233,0.2722812425545721
234,0.2832590510021322
235,0.27572248995709875
236,0.42632211238789985
237,0.2832590510021322
238,0.2722812425545721
239,0.3241706927021886
240,0.27572248995709875
241,0.2722812425545721
242,0.2790947655846658
243,0.2790947655846658
244,0.2790947655846658
245,0.30981886303009726
246,0.3748777904201374
247,0.3416804570352357
248,0.21377673945674264
249,0.16856327897626122
250,0.21377673945674264
251,0.24240435794124224
252,0.24240435794124224
253,0.214176399890462
254,0.17644564829944592
255,0.16343738875150637
256,0.16810339121463116
257,0.18620536054986517
258,0.16810339121463116
259,0.1706368292808347
260,0.214176399890462
261,0.1706368292808347
262,0.16343738875150637
263,0.20830283502584382
264,0.1710943336176268
265,0.16810339121463116
266,0.1706368292808347
267,0.16910943142604978
268,0.20830283502584382
269,0.24240435794124224
270,0.1566920834357945
271,0.22093355025688566
272,0.1706368292808347
273,0.18620536054986517
274,0.16343738875150637
275,0.1566920834357945
276,0.16856327897626122
277,0.17644564829944592
278,0.16910943142604978
279,0.20830283502584382
280,0.16856327897626122
281,0.1706368292808347
282,0.16810339121463116
283,0.18620536054986517
284,0.17644564829944592
285,0.21377673945674264
286,0.25821266188059433
287,0.20830283502584382
288,0.25821266188059433
289,0.1706368292808347
290,0.17644564829944592
291,0.16810339121463116
292,0.20830283502584382
293,0.17644564829944592
294,0.17644564829944592
295,0.16343738875150637
296,0.16856327897626122
